Toma de datos Data Size y Timestamp de las etiquetas de Video del archivo Video6.pcap
presentado por Diego Prado
Ingenieria de Sistemas Noc. compiladores analizador lexico
Fundacion Universitaria de Popayan


_________________________
Data Size	Timestamp
_________________________
25737		216
1771		249
1464		349
1286		383
1198		416
1738		449
1335		483
1593		516
8097		550
631		583
614		616
635		650
663		683
703		716
796		750
798		783
11412		816
638		850
666		883
758		917
1223		950
690		983
673		1017
806		1050
9446		1083
984		1117
659		1150
667		1184
695		1217
753		1250
760		1284
830		1317
7125		1350
1584		1384
870		1417
814		1450
866		1484
968		1517
1285		1551
940		1584
4924		1617
1194		1651
794		1684
828		1717
886		1751
936		1784
972		1817
948		1851
7904		1884
649		1918
644		1951
649		1984
740		2018
696		2051
747		2084
813		2118
8029		2151
1399		2185
787		2218
12837		2251
2644		2285
1317		2318
1245		2351
1500		2385
1670		2418
1465		2451
1641		2485
4661		2518
527		2552
573		2585
685		2618
679		2652
699		2685
678		2718
841		2752
9710		2785
754		2818
631		2852
762		2885
791		2919
710		2952
867		2985
744		3019
6417		3052
1168		3085
873		3119
1131		3152
836		3186
919		3219
1085		3252
976		3286
7146		3319
1482		3352
756		3386
816		3419
870		3452
856		3486
883		3519
914		3553
7180		3586
659		3619
636		3653
634		3686
746		3719
771		3753
782		3786
722		3819
10548		3853
1236		3886
638		3920
750		3953
686		3986
703		4020
679		4053
774		4086
7017		4120
1266		4153
787		4187
12090		4220
2894		4253
1414		4287
1462		4320
1371		4353
1444		4387
2020		4420
1587		4453
3242		4487
436		4520
445		4554
469		4587
3566		4620
453		4654
393		4687
350		4720
4123		4754
675		4787
580		4820
555		4854
643		4887
8524		4921
480		4954
494		4987
533		5021
5079		5054
514		5087
523		5121
675		5154
6504		5188
877		5221
656		5254
798		5288
3212		5321
1494		5354
1189		5388
966		5421
3105		5454
2805		5488
2255		5521
2012		5555
1948		5588
1660		5621
1703		5655
1812		5688
1855		5721
1744		5755
1589		5788
1508		5821
1710		5855
1757		5888
1572		5922
1650		5955
2031		5988
1439		6022
1691		6055
1847		6088
1822		6122
1853		6155
5571		6189
1924		6222
1972		6255
1814		6289
1849		6322
1828		6355
1620		6389
1580		6422
1637		6455
1532		6489
1545		6522
1463		6556
1558		6589
1729		6622
1564		6656
1567		6689
1492		6722
1663		6756
1374		6789
1344		6822
1505		6856
1488		6889
1448		6923
1305		6956
1511		6989
1524		7023
1531		7056
1292		7089
1649		7123
4197		7156
481		7190
520		7223
584		7256
2553		7290
514		7323
694		7356
692		7390
700		7423
2106		7456
1921		7490
1631		7523
1634		7557
1510		7590
1770		7623
3602		7657
534		7690
582		7723
576		7757
2128		7790
2770		7823
623		7857
626		7890
671		7924
3613		7957
623		7990
629		8024
681		8057
700		8090
5319		8124
7649		8157
2684		8191
1821		8224
1573		8257
1508		8291
1696		8324
1757		8357
1509		8391
3484		8424
650		8457
711		8491
749		8524
4493		8558
728		8591
861		8624
873		8658
901		8691
893		8724
8086		8758
905		8791
824		8824
955		8858
874		8891
920		8925
956		8958
899		8991
10732		9025
1031		9058
1014		9091
1130		9125
1064		9158
1021		9192
1168		9225
1018		9258
6431		9292
1122		9325
1159		9358
1084		9392
1146		9425
1104		9458
1042		9492
1162		9525
5365		9559
1012		9592
990		9625
1026		9659
999		9692
968		9725
964		9759
1094		9792
6491		9825
924		9859
1045		9892
1139		9926
1073		9959
1049		9992
1059		10026
1044		10059
6153		10092
10419		10126
2536		10159
1990		10193
1762		10226
1679		10259
1748		10293
1546		10326
1664		10359
5506		10393
568		10426
692		10459
810		10493
793		10526
820		10560
854		10593
885		10626
6161		10660
1005		10693
848		10726
911		10760
985		10793
958		10826
1142		10860
1059		10893
6914		10927
881		10960
832		10993
903		11027
879		11060
993		11093
925		11127
946		11160
7331		11194
1189		11227
923		11260
855		11294
944		11327
998		11360
999		11394
890		11427
7396		11460
459		11494
531		11527
568		11561
3923		11594
478		11627
541		11661
659		11694
5839		11727
509		11761
630		11794
512		11827
4515		11861
1366		11894
1130		11928
1069		11961
1126		11994
1090		12028
1115		12061
8566		12094
3100		12128
1875		12161
1641		12195
1685		12228
1736		12261
1785		12295
1575		12328
3851		12361
497		12395
603		12428
577		12461
639		12495
4795		12528
593		12562
644		12595
735		12628
682		12662
670		12695
5467		12728
678		12762
648		12795
689		12828
3792		12862
895		12895
876		12929
814		12962
781		12995
6177		13029
806		13062
866		13095
909		13129
963		13162
900		13196
4548		13229
743		13262
702		13296
776		13329
3904		13362
546		13396
570		13429
599		13462
5553		13496
724		13529
725		13563
711		13596
873		13629
6394		13663
414		13696
519		13729
578		13763
5538		13796
597		13829
718		13863
819		13896
706		13930
796		13963
4859		13996
888		14030
8826		14063
3468		14096
1245		14130
1380		14163
1477		14197
1498		14230
1487		14263
1502		14297
3341		14330
536		14363
552		14397
620		14430
3054		14463
638		14497
651		14530
648		14564
731		14597
763		14630
7131		14664
536		14697
577		14730
667		14764
3806		14797
1125		14830
933		14864
872		14897
870		14931
4542		14964
687		14997
732		15031
741		15064
3103		15097
907		15131
911		15164
903		15198
3695		15231
738		15264
784		15298
693		15331
3828		15364
714		15398
669		15431
732		15464
4655		15498
1209		15531
776		15565
764		15598
842		15631
825		15665
6833		15698
542		15731
616		15765
664		15798
4557		15831
608		15865
702		15898
730		15932
2642		15965
2422		15998
8482		16032
2313		16065
1687		16098
1594		16132
1776		16165
1837		16199
1875		16232
1745		16265
3426		16299
683		16332
792		16365
733		16399
3054		16432
653		16465
775		16499
807		16532
3761		16566
839		16599
907		16632
954		16666
877		16699
3926		16732
803		16766
775		16799
850		16832
3345		16866
1086		16899
1308		16933
1223		16966
1087		16999
1222		17033
1168		17066
1242		17099
8822		17133
729		17166
754		17200
757		17233
848		17266
846		17300
803		17333
893		17366
8519		17400
1065		17433
815		17466
859		17500
973		17533
937		17567
970		17600
1209		17633
6246		17667
1645		17700
1178		17733
1302		17767
1194		17800
1153		17833
9641		17867
3025		17900
2414		17934
2001		17967
1924		18000
1846		18034
1666		18067
1717		18100
1769		18134
1579		18167
2172		18201
836		18234
885		18267
1008		18301
2275		18334
859		18367
1067		18401
1080		18434
2685		18467
924		18501
933		18534
1056		18568
2582		18601
733		18634
912		18668
1002		18701
3092		18734
664		18768
832		18801
835		18834
3737		18868
711		18901
768		18935
839		18968
3300		19001
875		19035
841		19068
979		19101
3379		19135
1060		19168
1180		19202
1011		19235
1030		19268
1379		19302
1165		19335
1538		19368
5230		19402
1112		19435
1028		19468
10287		19502
2963		19535
2327		19569
2028		19602
1715		19635
1748		19669
1712		19702
1606		19735
1492		19769
1558		19802
1627		19835
1474		19869
1485		19902
3115		19936
577		19969
610		20002
625		20036
4078		20069
557		20102
684		20136
657		20169
646		20203
6772		20236
933		20269
1005		20303
1282		20336
863		20369
984		20403
1245		20436
991		20469
9549		20503
1452		20536
869		20570
926		20603
877		20636
1002		20670
1225		20703
1109		20736
7259		20770
1039		20803
949		20836
855		20870
931		20903
1268		20937
841		20970
911		21003
6827		21037
974		21070
950		21103
876		21137
804		21170
814		21204
1010		21237
924		21270
8314		21304
1334		21337
881		21370
1049		21404
931		21437
11843		21470
3422		21504
1635		21537
1421		21571
1593		21604
1510		21637
1388		21671
1563		21704
3918		21737
556		21771
657		21804
979		21837
761		21871
1077		21904
783		21938
790		21971
6570		22004
1349		22038
872		22071
1048		22104
17975		22138
2983		22171
1782		22271
1816		22305
1462		22338
1466		22371
1520		22405
1647		22438
5740		22471
608		22505
697		22538
825		22572
817		22605
807		22638
1015		22672
1000		22705
5958		22738
1109		22772
894		22805
1067		22838
957		22872
763		22905
774		22939
745		22972
8624		23005
823		23039
787		23072
819		23105
825		23139
941		23172
1016		23206
1003		23239
7731		23272
835		23306
769		23339
788		23372
738		23406
837		23439
942		23472
728		23506
6363		23539
1492		23573
1060		23606
1051		23639
1098		23673
1323		23706
1380		23739
1232		23773
4050		23806
707		23839
713		23873
798		23906
3148		23940
577		23973
653		24006
626		24040
3966		24073
995		24106
798		24140
9882		24173
2757		24207
1214		24240
1309		24273
1494		24307
1368		24340
1425		24373
1601		24407
4487		24440
587		24473
702		24507
817		24540
820		24574
798		24607
800		24640
1161		24674
12812		24707
457		24740
502		24774
472		24807
4149		24840
526		24874
587		24907
516		24941
2858		24974
2425		25007
1771		25041
2548		25074
901		25107
1122		25141
1272		25174
999		25208
2303		25241
1902		25274
1661		25308
3077		25341
636		25374
888		25408
771		25441
2051		25474
1674		25508
1596		25541
1677		25575
1536		25608
1725		25641
1618		25675
1423		25708
1711		25741
1668		25775
2330		25808
814		25841
777		25875
786		25908
3389		25942
810		25975
779		26008
777		26042
869		26075
4356		26108
7224		26142
2125		26175
1535		26209
1499		26242
1602		26275
1713		26309
1542		26342
1614		26375
2818		26409
552		26442
829		26475
729		26509
5042		26542
668		26576
716		26609
766		26642
906		26676
6539		26709
826		26742
1231		26776
927		26809
1042		26842
2290		26876
2462		26909
1855		26943
1652		26976
1778		27009
2451		27043
812		27076
588		27109
615		27143
4713		27176
552		27210
623		27243
744		27276
774		27310
