_______________________________________________________________
Data Size	Timestamp	Resta DataSize	Resta timestamp
_______________________________________________________________
702		15898		94		33		
730		15932		28		34		
2642		15965		1912		33		
2422		15998		220		33		
8482		16032		6060		34		
2313		16065		6169		33		
1687		16098		626		33		
1594		16132		93		34		
1776		16165		182		33		
1837		16199		61		34		
1875		16232		38		33		
1745		16265		130		33		
3426		16299		1681		34		
683		16332		2743		33		
792		16365		109		33		
733		16399		59		34		
3054		16432		2321		33		
653		16465		2401		33		
775		16499		122		34		
807		16532		32		33		
3761		16566		2954		34		
839		16599		2922		33		
907		16632		68		33		
954		16666		47		34		
877		16699		77		33		
3926		16732		3049		33		
803		16766		3123		34		
775		16799		28		33		
850		16832		75		33		
3345		16866		2495		34		
1086		16899		2259		33		
1308		16933		222		34		
1223		16966		85		33		
1087		16999		136		33		
1222		17033		135		34		
1168		17066		54		33		
1242		17099		74		33		
8822		17133		7580		34		
729		17166		8093		33		
754		17200		25		34		
757		17233		3		33		
848		17266		91		33		
846		17300		2		34		
803		17333		43		33		
893		17366		90		33		
8519		17400		7626		34		
1065		17433		7454		33		
815		17466		250		33		
859		17500		44		34		
973		17533		114		33		
937		17567		36		34		
970		17600		33		33		
1209		17633		239		33		
6246		17667		5037		34		
1645		17700		4601		33		
1178		17733		467		33		
1302		17767		124		34		
1194		17800		108		33		
1153		17833		41		33		
9641		17867		8488		34		
3025		17900		6616		33		
2414		17934		611		34		
2001		17967		413		33		
1924		18000		77		33		
1846		18034		78		34		
1666		18067		180		33		
1717		18100		51		33		
1769		18134		52		34		
1579		18167		190		33		
2172		18201		593		34		
836		18234		1336		33		
885		18267		49		33		
1008		18301		123		34		
2275		18334		1267		33		
859		18367		1416		33		
1067		18401		208		34		
1080		18434		13		33		
2685		18467		1605		33		
924		18501		1761		34		
933		18534		9		33		
1056		18568		123		34		
2582		18601		1526		33		
733		18634		1849		33		
912		18668		179		34		
1002		18701		90		33		
3092		18734		2090		33		
664		18768		2428		34		
832		18801		168		33		
835		18834		3		33		
3737		18868		2902		34		
711		18901		3026		33		
768		18935		57		34		
839		18968		71		33		
3300		19001		2461		33		
875		19035		2425		34		
841		19068		34		33		
979		19101		138		33		
3379		19135		2400		34		
1060		19168		2319		33		
1180		19202		120		34		
1011		19235		169		33		
1030		19268		19		33		
1379		19302		349		34		
1165		19335		214		33		
1538		19368		373		33		
5230		19402		3692		34		
1112		19435		4118		33		
1028		19468		84		33		
10287		19502		9259		34		
2963		19535		7324		33		
2327		19569		636		34		
2028		19602		299		33		
1715		19635		313		33		
1748		19669		33		34		
1712		19702		36		33		
1606		19735		106		33		
1492		19769		114		34		
1558		19802		66		33		
1627		19835		69		33		
1474		19869		153		34		
1485		19902		11		33		
3115		19936		1630		34		
577		19969		2538		33		
610		20002		33		33		
625		20036		15		34		
4078		20069		3453		33		
557		20102		3521		33		
684		20136		127		34		
657		20169		27		33		
646		20203		11		34		
6772		20236		6126		33		
933		20269		5839		33		
1005		20303		72		34		
1282		20336		277		33		
863		20369		419		33		
984		20403		121		34		
1245		20436		261		33		
991		20469		254		33		
9549		20503		8558		34		
1452		20536		8097		33		
869		20570		583		34		
926		20603		57		33		
877		20636		49		33		
1002		20670		125		34		
1225		20703		223		33		
1109		20736		116		33		
7259		20770		6150		34		
1039		20803		6220		33		
949		20836		90		33		
855		20870		94		34		
931		20903		76		33		
1268		20937		337		34		
841		20970		427		33		
911		21003		70		33		
6827		21037		5916		34		
974		21070		5853		33		
950		21103		24		33		
876		21137		74		34		
804		21170		72		33		
814		21204		10		34		
1010		21237		196		33		
924		21270		86		33		
8314		21304		7390		34		
1334		21337		6980		33		
881		21370		453		33		
1049		21404		168		34		
931		21437		118		33		
11843		21470		10912		33		
3422		21504		8421		34		
1635		21537		1787		33		
1421		21571		214		34		
1593		21604		172		33		
1510		21637		83		33		
1388		21671		122		34		
1563		21704		175		33		
3918		21737		2355		33		
556		21771		3362		34		
657		21804		101		33		
979		21837		322		33		
761		21871		218		34		
1077		21904		316		33		
783		21938		294		34		
790		21971		7		33		
6570		22004		5780		33		
1349		22038		5221		34		
872		22071		477		33		
1048		22104		176		33		
17975		22138		16927		34		
2983		22171		14992		33		
1782		22271		1201		100		
1816		22305		34		34		
1462		22338		354		33		
1466		22371		4		33		
1520		22405		54		34		
1647		22438		127		33		
5740		22471		4093		33		
608		22505		5132		34		
697		22538		89		33		
825		22572		128		34		
817		22605		8		33		
807		22638		10		33		
1015		22672		208		34		
1000		22705		15		33		
5958		22738		4958		33		
1109		22772		4849		34		
894		22805		215		33		
1067		22838		173		33		
957		22872		110		34		
763		22905		194		33		
774		22939		11		34		
745		22972		29		33		
8624		23005		7879		33		
823		23039		7801		34		
787		23072		36		33		
819		23105		32		33		
825		23139		6		34		
941		23172		116		33		
1016		23206		75		34		
1003		23239		13		33		
7731		23272		6728		33		
835		23306		6896		34		
769		23339		66		33		
788		23372		19		33		
738		23406		50		34		
837		23439		99		33		
942		23472		105		33		
728		23506		214		34		
6363		23539		5635		33		
1492		23573		4871		34		
1060		23606		432		33		
1051		23639		9		33		
1098		23673		47		34		
1323		23706		225		33		
1380		23739		57		33		
1232		23773		148		34		
4050		23806		2818		33		
707		23839		3343		33		
713		23873		6		34		
798		23906		85		33		
3148		23940		2350		34		
577		23973		2571		33		
653		24006		76		33		
626		24040		27		34		
3966		24073		3340		33		
995		24106		2971		33		
798		24140		197		34		
9882		24173		9084		33		
2757		24207		7125		34		
1214		24240		1543		33		
1309		24273		95		33		
1494		24307		185		34		
1368		24340		126		33		
1425		24373		57		33		
1601		24407		176		34		
4487		24440		2886		33		
587		24473		3900		33		
702		24507		115		34		
817		24540		115		33		
820		24574		3		34		
798		24607		22		33		
800		24640		2		33		
1161		24674		361		34		
12812		24707		11651		33		
457		24740		12355		33		
502		24774		45		34		
472		24807		30		33		
4149		24840		3677		33		
526		24874		3623		34		
587		24907		61		33		
516		24941		71		34		
2858		24974		2342		33		
2425		25007		433		33		
1771		25041		654		34		
2548		25074		777		33		
901		25107		1647		33		
1122		25141		221		34		
1272		25174		150		33		
999		25208		273		34		
2303		25241		1304		33		
1902		25274		401		33		
1661		25308		241		34		
3077		25341		1416		33		
636		25374		2441		33		
888		25408		252		34		
771		25441		117		33		
2051		25474		1280		33		
1674		25508		377		34		
1596		25541		78		33		
1677		25575		81		34		
1536		25608		141		33		
1725		25641		189		33		
1618		25675		107		34		
1423		25708		195		33		
1711		25741		288		33		
1668		25775		43		34		
2330		25808		662		33		
814		25841		1516		33		
777		25875		37		34		
786		25908		9		33		
3389		25942		2603		34		
810		25975		2579		33		
779		26008		31		33		
777		26042		2		34		
869		26075		92		33		
4356		26108		3487		33		
7224		26142		2868		34		
2125		26175		5099		33		
1535		26209		590		34		
1499		26242		36		33		
1602		26275		103		33		
1713		26309		111		34		
1542		26342		171		33		
1614		26375		72		33		
2818		26409		1204		34		
552		26442		2266		33		
829		26475		277		33		
729		26509		100		34		
5042		26542		4313		33		
668		26576		4374		34		
716		26609		48		33		
766		26642		50		33		
906		26676		140		34		
6539		26709		5633		33		
826		26742		5713		33		
1231		26776		405		34		
927		26809		304		33		
1042		26842		115		33		
2290		26876		1248		34		
2462		26909		172		33		
1855		26943		607		34		
1652		26976		203		33		
1778		27009		126		33		
2451		27043		673		34		
812		27076		1639		33		
588		27109		224		33		
615		27143		27		34		
4713		27176		4098		33		
552		27210		4161		34		
623		27243		71		33		
744		27276		121		33		
774		27310		30		34		
4239		27343		3465		33		
832		27376		3407		33		
1064		27410		232		34		
906		27443		158		33		
999		27476		93		33		
952		27510		47		34		
984		27543		32		33		
939		27577		45		34		
5342		27610		4403		33		
563		27643		4779		33		
534		27677		29		34		
605		27710		71		33		
5506		27743		4901		33		
1398		27777		4108		34		
1010		27810		388		33		
1050		27843		40		33		
1095		27877		45		34		
1080		27910		15		33		
1255		27944		175		34		
1036		27977		219		33		
10089		28010		9053		33		
1180		28044		8909		34		
1102		28077		78		33		
12672		28110		11570		33		
3492		28144		9180		34		
1656		28177		1836		33		
2093		28211		437		34		
1684		28244		409		33		
2008		28277		324		33		
1931		28311		77		34		
1762		28344		169		33		
5425		28377		3663		33		
599		28411		4826		34		
675		28444		76		33		
676		28477		1		33		
694		28511		18		34		
651		28544		43		33		
4951		28578		4300		34		
594		28611		4357		33		
661		28644		67		33		
677		28678		16		34		
848		28711		171		33		
698		28744		150		33		
6904		28778		6206		34		
929		28811		5975		33		
854		28844		75		33		
968		28878		114		34		
1139		28911		171		33		
999		28945		140		34		
1023		28978		24		33		
788		29011		235		33		
10107		29045		9319		34		
664		29078		9443		33		
769		29111		105		33		
974		29145		205		34		
831		29178		143		33		
825		29212		6		34		
852		29245		27		33		
997		29278		145		33		
7927		29312		6930		34		
852		29345		7075		33		
889		29378		37		33		
863		29412		26		34		
953		29445		90		33		
859		29478		94		33		
983		29512		124		34		
1058		29545		75		33		
6092		29579		5034		34		
1031		29612		5061		33		
762		29645		269		33		
810		29679		48		34		
796		29712		14		33		
796		29745		0		33		
778		29779		18		34		
790		29812		12		33		
10358		29845		9568		33		
338		29879		10020		34		
438		29912		100		33		
462		29946		24		34		
431		29979		31		33		
540		30012		109		33		
578		30046		38		34		
10355		30079		9777		33		
2878		30112		7477		33		
1170		30146		1708		34		
1237		30179		67		33		
1295		30213		58		34		
1337		30246		42		33		
1453		30279		116		33		
1698		30313		245		34		
3450		30346		1752		33		
688		30379		2762		33		
658		30413		30		34		
647		30446		11		33		
1174		30479		527		33		
1955		30513		781		34		
1264		30546		691		33		
1131		30580		133		34		
2029		30613		898		33		
1573		30646		456		33		
1150		30680		423		34		
1084		30713		66		33		
1244		30746		160		33		
930		30780		314		34		
1566		30813		636		33		
1124		30846		442		33		
1830		30880		706		34		
1499		30913		331		33		
1066		30947		433		34		
1210		30980		144		33		
1172		31013		38		33		
1001		31047		171		34		
1407		31080		406		33		
1037		31113		370		33		
2203		31147		1166		34		
1458		31180		745		33		
1186		31214		272		34		
1205		31247		19		33		
1333		31280		128		33		
1140		31314		193		34		
1614		31347		474		33		
1047		31380		567		33		
2128		31414		1081		34		
1411		31447		717		33		
1176		31480		235		33		
1271		31514		95		34		
1385		31547		114		33		
929		31581		456		34		
1730		31614		801		33		
1210		31647		520		33		
3152		31681		1942		34		
1360		31714		1792		33		
1104		31747		256		33		
1138		31781		34		34		
1406		31814		268		33		
806		31847		600		33		
1640		31881		834		34		
1103		31914		537		33		
4995		31948		3892		34		
1406		31981		3589		33		
960		32014		446		33		
10396		32048		9436		34		
2337		32081		8059		33		
1469		32114		868		33		
1746		32148		277		34		
1641		32181		105		33		
1278		32215		363		34		
2118		32248		840		33		
1402		32281		716		33		
2944		32315		1542		34		
1413		32348		1531		33		
948		32381		465		33		
1182		32415		234		34		
1203		32448		21		33		
859		32481		344		33		
1742		32515		883		34		
1120		32548		622		33		
4358		32582		3238		34		
1290		32615		3068		33		
1159		32648		131		33		
1607		32682		448		34		
1445		32715		162		33		
1461		32748		16		33		
1292		32782		169		34		
1100		32815		192		33		
10755		32848		9655		33		
777		32882		9978		34		
732		32915		45		33		
768		32949		36		34		
863		32982		95		33		
961		33015		98		33		
910		33049		51		34		
1034		33082		124		33		
12188		33115		11154		33		
964		33149		11224		34		
823		33182		141		33		
755		33216		68		34		
805		33249		50		33		
1051		33282		246		33		
897		33316		154		34		
1055		33349		158		33		
5485		33382		4430		33		
757		33416		4728		34		
662		33449		95		33		
736		33482		74		33		
817		33516		81		34		
594		33549		223		33		
7076		33583		6482		34		
759		33616		6317		33		
766		33649		7		33		
732		33683		34		34		
841		33716		109		33		
718		33749		123		33		
935		33783		217		34		
832		33816		103		33		
13391		33849		12559		33		
794		33883		12597		34		
659		33916		135		33		
690		33950		31		34		
739		33983		49		33		
11562		34016		10823		33		
2375		34050		9187		34		
1226		34083		1149		33		
1318		34116		92		33		
1426		34150		108		34		
1542		34183		116		33		
1671		34217		129		34		
1533		34250		138		33		
3805		34283		2272		33		
862		34317		2943		34		
809		34350		53		33		
1011		34383		202		33		
945		34417		66		34		
877		34450		68		33		
944		34483		67		33		
948		34517		4		34		
5831		34550		4883		33		
1075		34584		4756		34		
849		34617		226		33		
998		34650		149		33		
1005		34684		7		34		
853		34717		152		33		
1080		34750		227		33		
1028		34784		52		34		
6984		34817		5956		33		
1109		34850		5875		33		
847		34884		262		34		
904		34917		57		33		
1077		34951		173		34		
986		34984		91		33		
996		35017		10		33		
1004		35051		8		34		
5383		35084		4379		33		
932		35117		4451		33		
1049		35151		117		34		
1023		35184		26		33		
1076		35218		53		34		
909		35251		167		33		
1049		35284		140		33		
975		35318		74		34		
8746		35351		7771		33		
787		35384		7959		33		
822		35418		35		34		
2009		35451		1187		33		
1642		35484		367		33		
865		35518		777		34		
833		35551		32		33		
785		35585		48		34		
6743		35618		5958		33		
955		35651		5788		33		
699		35685		256		34		
803		35718		104		33		
870		35751		67		33		
967		35785		97		34		
985		35818		18		33		
907		35918		78		100		
6009		35952		5102		34		
678		35985		5331		33		
474		36018		204		33		
9514		36052		9040		34		
2250		36085		7264		33		
2329		36118		79		33		
1675		36152		654		34		
1785		36185		110		33		
1607		36219		178		34		
1343		36252		264		33		
1556		36285		213		33		
3129		36319		1573		34		
859		36352		2270		33		
847		36385		12		33		
761		36419		86		34		
1165		36452		404		33		
970		36485		195		33		
960		36519		10		34		
940		36552		20		33		
7282		36586		6342		34		
1010		36619		6272		33		
909		36652		101		33		
1014		36686		105		34		
961		36719		53		33		
914		36752		47		33		
975		36786		61		34		
814		36819		161		33		
4981		36852		4167		33		
1013		36886		3968		34		
846		36919		167		33		
792		36953		54		34		
969		36986		177		33		
908		37019		61		33		
1049		37053		141		34		
936		37086		113		33		
5449		37119		4513		33		
1164		37153		4285		34		
1292		37186		128		33		
1266		37220		26		34		
1243		37253		23		33		
1088		37286		155		33		
1119		37320		31		34		
1072		37353		47		33		
9414		37386		8342		33		
625		37420		8789		34		
569		37453		56		33		
708		37486		139		33		
713		37520		5		34		
617		37553		96		33		
769		37587		152		34		
764		37620		5		33		
4953		37653		4189		33		
1339		37687		3614		34		
1205		37720		134		33		
1136		37753		69		33		
1219		37787		83		34		
991		37820		228		33		
1219		37853		228		33		
996		37887		223		34		
10480		37920		9484		33		
518		37954		9962		34		
584		37987		66		33		
10913		38020		10329		33		
3084		38054		7829		34		
1728		38087		1356		33		
1840		38120		112		33		
1498		38154		342		34		
1827		38187		329		33		
1727		38221		100		34		
1767		38254		40		33		
4973		38287		3206		33		
793		38321		4180		34		
673		38354		120		33		
920		38387		247		33		
760		38421		160		34		
743		38454		17		33		
924		38487		181		33		
839		38521		85		34		
5623		38554		4784		33		
917		38588		4706		34		
958		38621		41		33		
799		38654		159		33		
1127		38688		328		34		
819		38721		308		33		
1033		38754		214		33		
984		38788		49		34		
11008		38821		10024		33		
793		38854		10215		33		
604		38888		189		34		
832		38921		228		33		
652		38955		180		34		
610		38988		42		33		
842		39021		232		33		
701		39055		141		34		
5643		39088		4942		33		
1135		39121		4508		33		
1074		39155		61		34		
867		39188		207		33		
1015		39222		148		34		
838		39255		177		33		
1264		39288		426		33		
1154		39322		110		34		
6276		39355		5122		33		
757		39388		5519		33		
709		39422		48		34		
856		39455		147		33		
904		39488		48		33		
727		39522		177		34		
889		39555		162		33		
896		39589		7		34		
7120		39622		6224		33		
835		39655		6285		33		
786		39689		49		34		
798		39722		12		33		
794		39755		4		33		
815		39789		21		34		
879		39822		64		33		
866		39855		13		33		
6997		39889		6131		34		
849		39922		6148		33		
574		39956		275		34		
10769		39989		10195		33		
2921		40022		7848		33		
1929		40056		992		34		
1925		40089		4		33		
1769		40122		156		33		
2040		40156		271		34		
1770		40189		270		33		
1589		40223		181		34		
3545		40256		1956		33		
798		40289		2747		33		
675		40323		123		34		
818		40356		143		33		
893		40389		75		33		
700		40423		193		34		
1019		40456		319		33		
1001		40489		18		33		
7322		40523		6321		34		
1058		40556		6264		33		
937		40590		121		34		
1050		40623		113		33		
1075		40656		25		33		
1098		40690		23		34		
1068		40723		30		33		
965		40756		103		33		
4961		40790		3996		34		
909		40823		4052		33		
862		40856		47		33		
907		40890		45		34		
1090		40923		183		33		
1152		40957		62		34		
1021		40990		131		33		
1026		41023		5		33		
6766		41057		5740		34		
1043		41090		5723		33		
920		41123		123		33		
955		41157		35		34		
865		41190		90		33		
710		41224		155		34		
1032		41257		322		33		
818		41290		214		33		
5018		41324		4200		34		
1081		41357		3937		33		
1031		41390		50		33		
886		41424		145		34		
985		41457		99		33		
1115		41490		130		33		
1037		41524		78		34		
991		41557		46		33		
4881		41591		3890		34		
1082		41624		3799		33		
915		41657		167		33		
1112		41691		197		34		
1246		41724		134		33		
1139		41757		107		33		
1191		41791		52		34		
1055		41824		136		33		
10795		41857		9740		33		
637		41891		10158		34		
655		41924		18		33		
10734		41958		10079		34		
3283		41991		7451		33		
1886		42024		1397		33		
1874		42058		12		34		
1885		42091		11		33		
1896		42124		11		33		
1906		42158		10		34		
1663		42191		243		33		
3006		42225		1343		34		
1073		42258		1933		33		
949		42291		124		33		
1122		42325		173		34		
1008		42358		114		33		
1112		42391		104		33		
1030		42425		82		34		
1000		42458		30		33		
3846		42491		2846		33		
880		42525		2966		34		
871		42558		9		33		
919		42592		48		34		
982		42625		63		33		
935		42658		47		33		
1099		42692		164		34		
1055		42725		44		33		
6206		42758		5151		33		
779		42792		5427		34		
684		42825		95		33		
814		42858		130		33		
821		42892		7		34		
4022		42925		3201		33		
1040		42959		2982		34		
986		42992		54		33		
960		43025		26		33		
914		43059		46		34		
924		43092		10		33		
